exp_name,sigma_mean,sigma_variance,uncertainty_mean,uncertainty_variance,dc_distance,dc_correlation,dc_mean_change,bc_distance,bc_correlation,bc_mean_change,cc_distance,cc_correlation,cc_mean_change,ec_distance,ec_correlation,ec_mean_change
ER_100_0.8_0.8,0.31121870991366996,0.006058690600231711,66.92462765045865,64.33182099918561,0.1973737373737373,-0.03217521752175223,0.245909891769444,0.0020140177283034426,-0.07486348634863482,1.0,0.1639214236574809,-0.03217521752175223,0.1960598301353037,0.003812795620694861,-0.1263846384638463,0.0011792204612551243
ER_100_0.8_0.9,0.2766388532565955,0.004787113560676908,66.92462765045865,64.33182099918561,0.1973737373737373,-0.03217521752175223,0.245909891769444,0.0020140177283034426,-0.07486348634863482,1.0,0.1639214236574809,-0.03217521752175223,0.1960598301353037,0.003812795620694861,-0.1263846384638463,0.0011792204612551243
ER_100_0.8_1.0,0.24897496793093604,0.003877561984148295,66.92462765045865,64.33182099918561,0.1973737373737373,-0.03217521752175223,0.245909891769444,0.0020140177283034426,-0.07486348634863482,1.0,0.1639214236574809,-0.03217521752175223,0.1960598301353037,0.003812795620694861,-0.1263846384638463,0.0011792204612551243
ER_100_0.9_0.1,0.8681249730588889,0.031858635084961465,35.81503672120989,23.884163440041036,0.07777777777777775,0.9206000600060006,0.08626484427515131,0.0007936507936507934,0.857989798979898,0.7905544147843941,0.06906992905830128,0.9206000600060006,0.0758033996728628,0.0011886018538436625,0.9222202220222022,0.00036127730142281956
ER_100_0.9_0.2,0.5512639404222172,0.037790803565489556,42.198544574401566,92.56947463790759,0.09818181818181809,0.04046804680468041,0.10889536186421699,0.0010018552875695733,0.009672967296729618,0.9979466119096508,0.08862808216545079,0.04046804680468041,0.0972682327349164,0.0027337390248282885,-0.060786078607860894,0.0005925285143420116
ER_100_0.9_0.3,0.3683176416453817,0.01725050066225042,42.25036355083265,94.3640252919672,0.0983838383838383,-0.023702370237023596,0.1091194263948018,0.0010039167182024325,-0.05159315931593156,1.0,0.0888280821654508,-0.023702370237023596,0.09748773028097257,0.0027531526545586877,-0.12943294329432953,0.0005934903464666663
ER_100_0.9_0.4,0.27623823123403624,0.009703406622515858,42.25036355083265,94.3640252919672,0.0983838383838383,-0.023702370237023596,0.1091194263948018,0.0010039167182024325,-0.05159315931593156,1.0,0.0888280821654508,-0.023702370237023596,0.09748773028097257,0.0027531526545586877,-0.12943294329432953,0.0005934903464666663
ER_100_0.9_0.5,0.22099058498722907,0.006210180238410149,42.25036355083265,94.3640252919672,0.0983838383838383,-0.023702370237023596,0.1091194263948018,0.0010039167182024325,-0.05159315931593156,1.0,0.0888280821654508,-0.023702370237023596,0.09748773028097257,0.0027531526545586877,-0.12943294329432953,0.0005934903464666663
ER_100_0.9_0.6,0.18415882082269086,0.004312625165562605,42.25036355083265,94.3640252919672,0.0983838383838383,-0.023702370237023596,0.1091194263948018,0.0010039167182024325,-0.05159315931593156,1.0,0.0888280821654508,-0.023702370237023596,0.09748773028097257,0.0027531526545586877,-0.12943294329432953,0.0005934903464666663
ER_100_0.9_0.7,0.15785041784802073,0.003168459305311301,42.25036355083265,94.3640252919672,0.0983838383838383,-0.023702370237023596,0.1091194263948018,0.0010039167182024325,-0.05159315931593156,1.0,0.0888280821654508,-0.023702370237023596,0.09748773028097257,0.0027531526545586877,-0.12943294329432953,0.0005934903464666663
